No.,Importer Name,Principal ,Brand Name,SAP Code,SAP Description,Product Code,IR Description ,Pack Size,Manufacturer Name,Manufacturer Address,Country of Origin,IR Number,Issued Date ,Valid Date,"IR Status
(Active/Inactive)","Renewal
Plan (Days)",To Start Renewal Timeline,"Application Status
(New/Renewal)",Application Number,Application Date,Approval Status,"Product Status 
(Active/Discon)",List Number,Remark
62,"City Family Properties Co., Ltd",Abbott,PediaSure,0206123004,Pediasure ML2,SG112258582130011,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002039 ,11-Sep-23,11-Sep-26,Active,360,16-Sep-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
63,"City Family Properties Co., Ltd",Abbott,Similac Total Comfort,0210131001,Similac Total Comfort Stage 3 820g,ES112258582130016,Formulated Supplementary Food for Children (For 2 Years and Above),820g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002652,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Plant to discon,,
64,"City Family Properties Co., Ltd",Abbott,Similac Total Comfort,0210121001,Similac Total Comfort Stage 1 360g,ES112258582130017,Formulated Supplementary Food for Infant and Young Children (For 0 - 12 Months),360g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002653,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Plant to discon,,
65,"City Family Properties Co., Ltd",Abbott,Similac Total Comfort,0210111001,Similac Total Comfort Stage 2 360g,ES112258582130018,Formulated Supplementary Food for Children (For 1 - 2 Years),360g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/002655,10-Nov-23,10-Nov-26,Active,360,15-Nov-25,,,,Approved,Plant to discon,,
66,"City Family Properties Co., Ltd",Abbott,Glucerna,0203112008,GLUCERNA Gladiator 400GM,SG112258582130019,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002736,22-Nov-23,22-Nov-26,Active,360,27-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
67,"City Family Properties Co., Ltd",Abbott,Glucerna,0203112009,GLUCERNA Gladiator 850GM,SG112258582130019,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002736,22-Nov-23,22-Nov-26,Active,360,27-Nov-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
68,"City Family Properties Co., Ltd",Abbott,Glucerna,0203113010,GLUCERNA Gladiator 52.1GM,SG112258582130025,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),52.1g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/002885,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Discontinue,,
69,"City Family Properties Co., Ltd",Abbott,Similac,0208121015,Similac Einstein,IE112258582130024,Formulated Milk Powder (Infant Formula) (For 0-12 Months Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002873,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Active,,
70,"City Family Properties Co., Ltd",Abbott,Similac,0208121016,Similac Einstein,IE112258582130024,Formulated Milk Powder (Infant Formula) (For 0-12 Months Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002873,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Plant to discon,,
71,"City Family Properties Co., Ltd",Abbott,Similac,0208111016,Similac Einstein,IE112258582130023,Formulated Milk Powder (Follow-on Formula) (For 6-24 Months Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002872 ,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Active,,
72,"City Family Properties Co., Ltd",Abbott,Similac,0208111017,Similac Einstein,IE112258582130023,Formulated Milk Powder (Follow-on Formula) (For 6-24 Months Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002872 ,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Plant to discon,,
73,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,,SG112258582130061,Vanilla Flavored Nutritional Supplement for Adults (Balanced Nutrition) (Less Sweet),380g/Can,Abbott Manufacturing Singapore Private Limited,"26, Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/001943,08-Oct-24,08-Oct-27,Active,360,13-Oct-26,New ,IR-13/2024/NPW/016374,28-Jun-24,Approved,Active,,Ensure Armour
74,"City Family Properties Co., Ltd",Abbott,Nepro,NPI,NPI,IN112258582130021,Food for Special Dietary Use - Food for People with Chronic Kidney Disease (Non-Dialyzed) (Complete Renal Nutrition) (Lower Protein) (Vanilla Toffee Flavor),400g Multilayer Pouch/Plastic Jar,Abbott Healthcare Private Limited,"Plot No. 901-B , GIDC, Jhagadia, Bharuch , Gujarat - 393 110 , India",India,IR-F/2023-NPW/002863,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Discontinue,,
75,"City Family Properties Co., Ltd",Abbott,Nepro,NPI,NPI,IN112258582130020,Food for Special Dietary Use - Food for People on Dialysis (Complete Renal Nutrition) (High Protein) (Vanilla Toffee Flavor),400g Multilayer Pouch/Plastic Jar,Abbott Healthcare Private Limited,"Plot No. 901-B , GIDC, Jhagadia, Bharuch , Gujarat - 393 110 , India",India,IR-F/2023-NPW/002862,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Discontinue,,
76,"City Family Properties Co., Ltd",Abbott,Similac Gain IQ,0202111028,Similac Einstein,IE112258582130026,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002890,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Active,,
77,"City Family Properties Co., Ltd",Abbott,Similac Gain IQ,0202111029,Similac Einstein,IE112258582130026,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/002890,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Plant to discon,,
78,"City Family Properties Co., Ltd",Abbott,Similac Gain IQ Kid,0202111030,Similac Einstein,IE112258582130027,Formulated Milk Powder (For 3-9 Years Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/003141,14-Dec-23,14-Dec-26,Active,360,19-Dec-25,,,,Approved,Active,,
79,"City Family Properties Co., Ltd",Abbott,Similac Gain IQ Kid,0202111031,Similac Einstein,IE112258582130027,Formulated Milk Powder (For 3-9 Years Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2023-NPW/003141,14-Dec-23,14-Dec-26,Active,360,19-Dec-25,,,,Approved,Plant to discon,,
80,"City Family Properties Co., Ltd",Abbott,Prosure,0207112001,Prosure Orange  380gm ,ES112258582130028,Food For Special Medical Purpose (For People with Cancer Induced-Weight Loss) (Orange Flavoured),380g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/003168,14-Dec-23,14-Dec-26,Active,360,19-Dec-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
81,"City Family Properties Co., Ltd",Abbott,Similac Neosure,0208141003,Similac Neosure HMO,ES112258582130029,Formulated Milk Powder (for Premature and Low Birth Weight 0-12 Months),850g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/003169,14-Dec-23,14-Dec-26,Active,360,19-Dec-25,,,,Approved,Plant to discon,,
82,"City Family Properties Co., Ltd",Abbott,Glucerna,0203112010,Degram,SG112258582130030,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003238 ,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
83,"City Family Properties Co., Ltd",Abbott,Glucerna,0203112011,Degram,SG112258582130030,Nutrition for The Dietary Management of Diabetes (Vanilla Flavor),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003238 ,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
84,"City Family Properties Co., Ltd",Abbott,Glucerna SR,NPI,Degram,SG112258582130031,Food for Special Dietary Use (Vanilla Flavor),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003288,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
85,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG112258582130032,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003289,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
86,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG112258582130032,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003289,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
87,"City Family Properties Co., Ltd",Abbott,Ensure,NPI,Degram,SG112258582130033,Nutritional Supplement for Adults (Vanilla Flavour),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003290,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
88,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,ES112258582130034,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),380g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/003291,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
89,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,ES112258582130034,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Strawberry Flavor),800g/Can,Abbott Laboratories S.A,"Camino de Purchil , 68 , 18004, Granada , Spain",Spain,IR-F/2023-NPW/003291,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
90,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,,SG112258582130061,Vanilla Flavored Nutritional Supplement for Adults (Balanced Nutrition) (Less Sweet),800g/Can,Abbott Manufacturing Singapore Private Limited,"26, Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/001943,08-Oct-24,08-Oct-27,Active,360,13-Oct-26,New ,IR-13/2024/NPW/016374,28-Jun-24,Approved,Active,,Ensure Armour
91,"City Family Properties Co., Ltd",Abbott,Ensure Gold,,,NL112258582130022,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavour),220ml/HDPE Bottle,Abbott Laboratories B.V,"Rieteweg 21 , 8041 , AJ Zwolle , Netherlands",Netherlands,IR-F/2023-NPW/002871,29-Nov-23,29-Nov-26,Active,360,04-Dec-25,,,,Approved,Discontinue,,
92,"City Family Properties Co., Ltd",Abbott,Similac Mum,0208131003,Similac Mum Eye-Q(IQ) Vanilla 400g ,SG112258582130036,Food for Special Dietary Use (For Pregnant & Breastfeeding Mothers) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000079,15-Jan-24,15-Jan-27,Active,360,20-Jan-26,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
93,"City Family Properties Co., Ltd",Abbott,Similac Mum,0208131004,Similac Mum Eye-Q(IQ) Strawberry Yoghurt 400g ,SG112258582130037,Food for Special Dietary Use (For Pregnant & Breastfeeding Mothers) (Strawberry Yoghurt Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000082,18-Jan-24,18-Jan-27,Active,360,23-Jan-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
94,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201112021,Ensure Gold Almond (Plant-based Protein) 400gm (1x24Pcs),SG112258582130038,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Almond Flavor) (Less Sweet),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000225,22-Jan-24,22-Jan-27,Active,360,27-Jan-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
95,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201112015,Ensure Wheat 400gm ,SG112258582130047,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000457,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
96,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201112016,Ensure Wheat 850gm ,SG112258582130047,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Wheat Flavor) (Less Sweet),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000457,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
97,"City Family Properties Co., Ltd",Abbott,Similac Mum,0208132002,Similac Mum Eye-Q(IQ) Vanilla Sachet 36.5gm ,SG112258582130046,Food for Special Dietary Use (For Pregnant & Breastfeeding Mothers) (Vanilla Flavor),36.5g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000456,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
98,"City Family Properties Co., Ltd",Abbott,Similac Mum,0208132003,Similac Mum Eye-Q(IQ) Strawberry Yoghurt Sachet 36.5g ,SG112258582130045,Food for Special Dietary Use (For Pregnant & Breastfeeding Mothers) (Strawberry Yoghurt Flavor),36.5g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000455,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
99,"City Family Properties Co., Ltd",Abbott,PediaSure Junior,0206123001,Pediasure ML2,SG112258582130044,Child Nutritional Supplement (For 1-3 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000450,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
100,"City Family Properties Co., Ltd",Abbott,PediaSure,0206123006,Pediasure ML2,SG112258582130043,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000449,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
101,"City Family Properties Co., Ltd",Abbott,Glucerna SR,0203112005,Glucerna Triple Care 400gm (Thai Label) (1x24Pcs),SG112258582130042,Food for Special Dietary Use (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000448,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
102,"City Family Properties Co., Ltd",Abbott,PediaSure,0206123005,Pediasure ML2,SG112258582130041,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000447,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
103,"City Family Properties Co., Ltd",Abbott,PediaSure Junior,0206123002,Pediasure ML2,SG112258582130040,Child Nutritional Supplement (For 1-3 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000446,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
104,"City Family Properties Co., Ltd",Abbott,PediaSure,0206123007,Pediasure ML2,SG112258582130039,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000445,13-Mar-24,13-Mar-27,Active,360,18-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
105,"City Family Properties Co., Ltd",Abbott,Ensure,0201112008,Ensure Vanilla 400gm (Thai Label),SG112258582130048,Nutritional Supplement for Adults (Vanilla Flavour),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000559,14-Mar-24,14-Mar-27,Active,360,19-Mar-26,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
106,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG112258582130035,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),380g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003292,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
107,"City Family Properties Co., Ltd",Abbott,Ensure Gold,NPI,Degram,SG112258582130035,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),800g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2023-NPW/003292,15-Dec-23,15-Dec-26,Active,360,20-Dec-25,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
108,"City Family Properties Co., Ltd",Abbott,Ensure Gold,0201113005,Ensure Gold Vanilla Sachet 60.6gm ,SG112258582130050,Nutritional Supplement for Adults (Complete Balanced Nutrition) (Vanilla Flavor) (Less Sweet),60.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2024-NPW/000641,20-Mar-24,20-Mar-27,Active,360,25-Mar-26,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
109,"Multi-Resources Co., Ltd",Abbott,PediaSure,0206123007,Pediasure ML2,SG174287694130041,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003750,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
110,"Multi-Resources Co., Ltd",Abbott,PediaSure,0206123005,Pediasure ML2,SG174287694130040,Child Nutritional Supplement (For 3-10 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003743,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
111,"Multi-Resources Co., Ltd",Abbott,PediaSure,0206123006,Pediasure ML2,SG174287694130039,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),48.6g/Multilayer Sachet,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003738,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
112,"Multi-Resources Co., Ltd",Abbott,PediaSure,0206123003,Pediasure ML2,SG174287694130038,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003735,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
113,"Multi-Resources Co., Ltd",Abbott,PediaSure,0206123004,Pediasure ML2,SG174287694130038,Child Nutritional Supplement (For 3-10 Years) (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003735,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
114,"Multi-Resources Co., Ltd",Abbott,PediaSure Junior,0206123002,Pediasure ML2,SG174287694130037,Child Nutritional Supplement (For 1-3 Years) (Strawberry Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003734,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
115,"Multi-Resources Co., Ltd",Abbott,PediaSure Junior,NPI,Pediasure ML2,SG174287694130037,Child Nutritional Supplement (For 1-3 Years) (Strawberry Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003734,20-Oct-22,20-Oct-25,Active,360,25-Oct-24,,,,Approved,Plant to discon,,IR description will be change (label need to revise when IR renewal)
116,"Multi-Resources Co., Ltd",Abbott,PediaSure Junior,0206123001,Pediasure ML2,SG174287694130036,Child Nutritional Supplement (For 1-3 Years) (Vanilla Flavor),400g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003697,19-Oct-22,19-Oct-25,Active,360,24-Oct-24,,,,Approved,Active,,IR description will be change (label need to revise when IR renewal)
117,"Multi-Resources Co., Ltd",Abbott,PediaSure Junior,NPI,Pediasure ML2,SG174287694130036,Child Nutritional Supplement (For 1-3 Years) (Vanilla Flavor),850g/Can,Abbott Manufacturing Singapore Private Limited,"26 , Tuas South Avenue 10 , 637437 , Singapore",Singapore,IR-F/2022-NPW/003697,19-Oct-22,19-Oct-25,Active,360,24-Oct-24,,,,Approved,Discontinue,,
118,"Multi-Resources Co., Ltd",Abbott,Similac Gain IQ Kid,0202111030,Similac Einstein,IE174287694130030,Formulated Milk Powder (For 3-9 Years Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002348,22-Jul-22,22-Jul-25,Active,360,27-Jul-24,,,,Approved,Active,,
119,"Multi-Resources Co., Ltd",Abbott,Similac Gain IQ Kid,0202111031,Similac Einstein,IE174287694130030,Formulated Milk Powder (For 3-9 Years Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002348,22-Jul-22,22-Jul-25,Active,360,27-Jul-24,,,,Approved,Plant to discon,,
120,"Multi-Resources Co., Ltd",Abbott,Similac Gain IQ,0202112007,Similac Einstein,IE174287694130034,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G™ and 5HMOs),31.2g/Multilayer Sachet,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002690,02-Aug-22,02-Aug-25,Active,360,07-Aug-24,,,,Approved,Active,,
121,"Multi-Resources Co., Ltd",Abbott,Similac Gain IQ,0202111028,Similac Einstein,IE174287694130032,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002688,02-Aug-22,02-Aug-25,Active,360,07-Aug-24,,,,Approved,Active,,
122,"Multi-Resources Co., Ltd",Abbott,Similac Gain IQ,0202111029,Similac Einstein,IE174287694130032,Formulated Milk Powder (For 2-3 Years Old) (New Formula with Prodi-G™ and 5HMOs),850g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002688,02-Aug-22,02-Aug-25,Active,360,07-Aug-24,,,,Approved,Plant to discon,,
123,"Multi-Resources Co., Ltd",Abbott,Similac,0208111016,Similac Einstein,IE174287694130033,Formulated Milk Powder (Follow-on Formula) (For 6-24 Months Old) (New Formula with Prodi-G™ and 5HMOs),400g/Can,Abbott Ireland,"Dromore West , Cootehill , Co. Cavan , Ireland",Ireland,IR-F/2022-NPW/002689,02-Aug-22,02-Aug-25,Active,360,07-Aug-24,,,,Approved,Active,,
